,Split1,Split2,Split3,Split4,Split5
0,0.12094052881002426,0.0007147005526348948,0.0006494233384728432,0.0007927316473796964,0.00015617202734574676
1,0.10325665026903152,0.0005785986431874335,0.0006193430162966251,0.00102654576767236,0.00019827431242447346
2,0.035548869520425797,0.0005389165016822517,0.00025247823214158416,0.0013403327902778983,0.00034081609919667244
3,0.05788186565041542,0.0006260806112550199,0.0002214421983808279,0.0015115787973627448,0.0002620931772980839
4,0.1029268428683281,0.0007077734917402267,0.0003187591501045972,0.0015119999879971147,0.00022563437232747674
5,0.089935801923275,0.0008164927130565047,0.00035059527726843953,0.0018311708699911833,0.00025159912183880806
6,0.07407849282026291,0.0010037011234089732,0.00037131758290342987,0.0029586851596832275,0.00030127225909382105
7,0.05432524159550667,0.0010590446181595325,0.0004932205192744732,0.0034999591298401356,0.00037408265052363276
8,0.03608870133757591,0.0010908541735261679,0.000514137267600745,0.004616599529981613,0.0004410261753946543
9,0.013375076465308666,0.0008579892455600202,0.0003994840371888131,0.0059884837828576565,0.0004137897049076855
10,0.00735754519701004,0.0005067667225375772,0.00035824175574816763,0.001977101666852832,0.0003474446712061763
11,0.004731573164463043,0.0005770227289758623,0.0002912748313974589,0.0016054207226261497,0.0002694189897738397
12,0.003887434024363756,0.0005728962132707238,0.00037312082713469863,0.0011184081668034196,0.00021877633116673678
13,0.002622218569740653,0.0007317225681617856,0.0004765781050082296,0.0007084370008669794,0.0002558196138124913
14,0.0028897065203636885,0.0008141307043842971,0.0005582441226579249,0.0005532491486519575,0.0003750344621948898
15,0.0024229318369179964,0.0005818968056701124,0.0005588068743236363,0.0002961008867714554,0.00046680268133059144
16,0.003081386676058173,0.0005295065348036587,0.0004399652243591845,0.00019770770450122654,0.0005223792977631092
17,0.002592334058135748,0.0005337899783626199,0.00032449743594042957,0.00018865292076952755,0.0004347079957369715
18,0.003421870758756995,0.000646409229375422,0.00026935574715025723,0.0001761012099450454,0.00025854099658317864
19,0.002195831621065736,0.0007582654943689704,0.00027316654450260103,0.00023328301904257387,0.00021421184646897018
20,0.0018764230189844966,0.0007564879488199949,0.00035155765363015234,0.00029638726846314967,0.00023866187257226557
21,0.0016145240515470505,0.0008860575617291033,0.00042168458458036184,0.0002832702884916216,0.0003475654812064022
22,0.0015462496085092425,0.0008722349884919822,0.0005749178235419095,0.00026167763280682266,0.0004295702383387834
23,0.0015135708963498473,0.0008033228223212063,0.0007297203410416842,0.00024426192976534367,0.00036040716804564
24,0.0013737415429204702,0.0006394454976543784,0.0007711571524851024,0.0002708087267819792,0.00042455855873413384
25,0.0013775192201137543,0.0005276877782307565,0.0005372880841605365,0.00035376136656850576,0.000471485749585554
26,0.0012496730778366327,0.00046804474550299346,0.0003280898672528565,0.0005861644167453051,0.0002952317881863564
27,0.0012199314078316092,0.0005407059798017144,0.00024832665803842247,0.0008844605763442814,0.0002142050361726433
28,0.001191905583254993,0.0007503650267608464,0.00040091187111102045,0.0008465987630188465,0.00020145431335549802
29,0.0012616368476301432,0.0008463311241939664,0.00034179381327703595,0.0004684229788836092,0.00023947768204379827
30,0.0011267333757132292,0.0007440457702614367,0.0002502603456377983,0.00033109504147432745,0.0003761710540857166
31,0.0010641064727678895,0.0005898679955862463,0.00025843296316452324,0.0002120897261193022,0.0006182839861139655
32,0.0009925694903358817,0.0005717036547139287,0.0003983417118433863,0.0001687048061285168,0.0006013311794959009
33,0.000998072326183319,0.0005517713143490255,0.0005607938510365784,0.00015399488620460033,0.00025021476903930306
34,0.0009311578469350934,0.0005456944927573204,0.0008885785937309265,0.00013934719027020037,0.00017193699022755027
35,0.0008686539367772639,0.0006103740888647735,0.0010136573109775782,0.00013878365280106664,0.00020597537513822317
36,0.0008941448177210987,0.000712659559212625,0.0007006792002357543,0.00028133823070675135,0.0002779127680696547
37,0.0008634378900751472,0.0009346809238195419,0.000701540382578969,0.001278701238334179,0.0004630576295312494
38,0.0007461393252015114,0.0009029647335410118,0.0009068822837434709,0.0026749172247946262,0.0006015439284965396
39,0.0008009897428564727,0.0008787350379861891,0.00033979376894421875,0.0034631965681910515,0.0003209981368854642
40,0.00074141746154055,0.0007061269134283066,0.0002250809338875115,0.00435866042971611,0.00020237585704308003
41,0.0007403991767205298,0.0004461898060981184,0.0002116006799042225,0.0028432707767933607,0.00024387112352997065
42,0.0006888215430080891,0.00043618783820420504,0.0001812311093090102,0.002067815512418747,0.0002157690323656425
43,0.0007112253806553781,0.0005200162995606661,0.0002747579710558057,0.001802910235710442,0.00030363001860678196
44,0.0007427140371873975,0.0007488073315471411,0.0004860104527324438,0.001355741755105555,0.0004775164707098156
45,0.0006756834918633103,0.0006174128502607346,0.0006050080410204828,0.0008985172025859356,0.0005918288952670991
46,0.0006488623330369592,0.0005525004817172885,0.0004274859093129635,0.0005979870911687613,0.00038758761365897954
47,0.0006319897947832942,0.0005143950111232698,0.00042789813596755266,0.000354833115125075,0.00020853009482380003
48,0.0005743366200476885,0.00047455576714128256,0.0003297622315585613,0.00020574642985593528,0.0001830734545364976
49,0.0005560569697991014,0.0004789877275470644,0.0005314307054504752,0.00017669907538220286,0.0002526606258470565
