,Split1,Split2,Split3,Split4,Split5
0,0.020335214212536812,0.0008645318448543549,0.00021061941515654325,0.0015770799946039915,7.849489338696003e-05
1,0.008537300862371922,0.0007553955656476319,0.0001632964122109115,0.0016759765567258,0.00020539517572615296
2,0.013172099366784096,0.0007432533893734217,7.993780309334397e-05,0.0021565950009971857,0.0003609940758906305
3,0.01678577810525894,0.0009425496682524681,7.5134179496672e-05,0.003239976242184639,0.00016247419989667833
4,0.009380052797496319,0.0008918333915062249,9.891927766148001e-05,0.0037648221477866173,0.00018224326777271926
5,0.006941820029169321,0.001041274517774582,9.953232802217826e-05,0.005015005823224783,0.00032334515708498657
6,0.010394306853413582,0.0010886293603107333,0.00014555397501681,0.003912116400897503,0.00045927701285108924
7,0.009564572013914585,0.0011910127941519022,0.00016420293832197785,0.008381816558539867,0.000659516837913543
8,0.010021312162280083,0.0010570349404588342,0.00014294020365923643,0.0064054518006742,0.0006853866507299244
9,0.012293635867536068,0.001128257717937231,9.03155014384538e-05,0.005209618713706732,0.0007473357836715877
10,0.007354568690061569,0.0003597735776565969,6.824176671216264e-05,0.0038703340105712414,0.0003041859017685056
11,0.013048659078776836,0.0007784321787767112,7.821007602615282e-05,0.003156134393066168,0.0005705580115318298
12,0.00856996513903141,0.0007136219646781683,9.935603884514421e-05,0.0018274683970957994,0.00014791659486945719
13,0.004394449759274721,0.0010560799855738878,0.00014139694394543767,0.000811410543974489,0.0006431347574107349
14,0.013909174129366875,0.0009562564664520323,0.0001585266727488488,0.00023384515952784568,0.0008886745199561119
15,0.0030293811578303576,0.0006171435816213489,0.00016515607421752065,0.00010928410483757034,0.0009787847520783544
16,0.01463410910218954,0.000712636741809547,0.00011947278107982129,6.992119597271085e-05,0.0013855169527232647
17,0.002174449386075139,0.0006799401598982513,7.556294440291822e-05,7.143485709093511e-05,0.00033000577241182327
18,0.011023624800145626,0.0009188592084683478,6.138849130365998e-05,0.00018879526760429144,0.0006021252484060824
19,0.0030730031430721283,0.0009468105854466558,8.019293454708531e-05,0.0002569191565271467,0.00025495965383015573
20,0.0022755127865821123,0.000875137688126415,9.579728066455573e-05,0.0002783267118502408,0.0003670767182484269
21,0.0026251482777297497,0.001069540623575449,0.00011922184785362333,0.0002771421568468213,0.0014561654534190893
22,0.0021166568621993065,0.0009396643727086484,0.00018827093299478292,0.00024109179503284395,0.0007562435348518193
23,0.0021336255595088005,0.000917095341719687,0.0002156171394744888,0.0003008243802469224,0.0007199673564173281
24,0.0019498828332871199,0.0007191771292127669,0.00013623795530293137,0.00042700834455899894,0.0014107463648542762
25,0.001960594905540347,0.0006291103782132268,0.00010780656157294288,0.0007004821090959013,0.0009214686579070985
26,0.0018388873431831598,0.0005454857018776238,5.7366196415387094e-05,0.0008883010596036911,0.00046032824320718646
27,0.0024369065649807453,0.0007651238120160997,8.641994645586237e-05,0.0006540183094330132,0.0003459154104348272
28,0.0017252323450520635,0.0009535713470540941,0.00011931193876080215,0.00031788955675438046,0.0004108412831556052
29,0.0020110933110117912,0.0008833378087729216,8.815784531179816e-05,0.0002306359092472121,0.0006659202626906335
30,0.0014025018317624927,0.0007459933403879404,5.1074825023533776e-05,0.0001052742954925634,0.0013743320014327765
31,0.001306467573158443,0.000647317967377603,6.3349973061122e-05,6.200282223289832e-05,0.001847457024268806
32,0.0012500009033828974,0.0007675331435166299,7.729043863946572e-05,7.343287870753556e-05,0.0008000840898603201
33,0.0012531895190477371,0.0007448511314578354,0.00014168086636345834,6.196403410285711e-05,0.0002576190745458007
34,0.001168714719824493,0.0006412259535863996,0.00022175644699018449,4.646573506761342e-05,0.0002327512193005532
35,0.001889348728582263,0.0007077816990204155,0.00012469715147744864,0.00016932000289671123,0.00048050854820758104
36,0.001040434231981635,0.0008452642359770834,0.00010327821655664593,0.0011655872222036123,0.0009484538459219038
37,0.0010573586914688349,0.0010629930766299367,0.00010516570910112932,0.0023918284568935633,0.0015528916846960783
38,0.000946743180975318,0.000856769154779613,0.00010109446884598583,0.004264806862920523,0.0012250817380845547
39,0.0009544124477542937,0.000805246236268431,5.53242934984155e-05,0.004011949989944696,0.0002966159372590482
40,0.0008743639336898923,0.0006010978831909597,5.99583399889525e-05,0.00354909454472363,0.00032645504688844085
41,0.0007125783013179898,0.00036902661668136716,5.8489527873462066e-05,0.003187156282365322,0.0003821629798039794
42,0.0007213160279206932,0.00044092172174714506,4.840835390496068e-05,0.003478015074506402,0.00043846151675097644
43,0.0006990775582380593,0.0007632659981027246,7.580505189253017e-05,0.003290328895673156,0.0009821454295888543
44,0.00068431138060987,0.0007883670041337609,0.0001518452336313203,0.0024468768388032913,0.0016315956600010395
45,0.00041170671465806663,0.000566428410820663,0.00013343743921723217,0.001291033811867237,0.0009966795332729816
46,0.0005907468730583787,0.0006847532349638641,9.4634473498445e-05,0.000242181311477907,0.0004591287288349122
47,0.0003047513891942799,0.0006351368501782417,0.00019274115038570017,9.574802970746532e-05,0.0002120818680850789
48,0.0003170729032717645,0.00041159981628879905,9.588127431925386e-05,5.6227461755042896e-05,0.00029741006437689066
49,0.000296904006972909,0.0005812063463963568,0.00013687739556189626,4.8745187086751685e-05,0.0007154837367124856
